output,grid_path
N,"['KECCDABD', 'KECCDABB', 'KECCBCDD', 'KECCBCDB', 'KECCBCDA', 'KECCBCBC', 'KECCBCBA', 'KECCBACD', 'KECCBACB', 'KECCBAAD', 'KECCBAAB', 'KECADCCD', 'KECADCCC', 'KECADCCD', 'KECADCCB', 'KECADCAD', 'KECADCBC', 'KECADCBA', 'KECADADC', 'KECABCBC']"
N,"['KECABACD', 'KECABBCD']"
N,['KECABBCB']
N,['KECABBAA']
N,"['KECABABB', 'KECABABA', 'KEACDCDC', 'KEACDCDA', 'KEACDCDB', 'KEACDCBD', 'KEACDCBC', 'KEACDCAD', 'KEACDCCB', 'KEACDCCA', 'KEACCDDB', 'KEACCDDA', 'KEACCDCD', 'KEACCDCC', 'KEACCCDD', 'KECAAABB', 'KECAAABA', 'KECAAAAB', 'KECAAAAD', 'KECAAAAC', 'KECAAACA', 'KDDBBBDB', 'KDDBBBDD', 'KDDBBBDC', 'KDDBBDBA', 'KDDBBDAB', 'KDDBBDAA', 'KDDBBCBD', 'KDDBBCBC', 'KDDBBCCB', 'KDDBBCCD', 'KDDBBCCC', 'KDDBDAAA', 'KDDBDAAC', 'KDDBCBBD', 'KDDBCBDB', 'KDDBCBDD', 'KDDBDACC', 'KDDBDCAA', 'KDDBDCAC', 'KDDBDCCA', 'KDDBCDDB', 'KDDBCDDD', 'KDDBCDDC', 'KDDBCDCD', 'KDDBCDCB', 'KDDBCDCD', 'KDDBCDCC']"
N,"['KECAACBD', 'KECAACBC', 'KECAACDA', 'KECAACCB', 'KECAACCA', 'KECAACCC', 'KDDBBDDB', 'KDDBBDDA', 'KECAAABA']"
N,['KECABBAA']
N,"['KECABBAA', 'KEACDDCB']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,['KECABBAD']
N,['KECABBAA']
N,['KECABBAD']
N,['KECABBAB']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,['KECABBAC']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAD']"
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAD']
N,"['KECABBBA', 'KEACDBBD', 'KEADCAAC', 'KEADCAAD', 'KEADCAAB', 'KEADCABA']"
N,"['KEADCAAB', 'KEADCAAD', 'KEADCAAC', 'KEACDBBD', 'KEACDBBC', 'KEACDBDA', 'KEACDBDC', 'KEACDDBA', 'KEACDDBC', 'KEACDDDA', 'KEACDDCB', 'KEACDDCA']"
N,['KECABBAA']
N,['KECABBAD']
N,['KECABBAB']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,"['KEACDDCA', 'KEACDDAC', 'KEACDCBD', 'KEACDCBC', 'KEACDCAD', 'KEACDCCB', 'KEACDCCA', 'KEACCDDB', 'KEACDCCA']"
N,"['KEACCDDB', 'KEACCDDA', 'KEACCDCD', 'KEACCDCC', 'KEACCCDD', 'KECAAABB', 'KECAAABA', 'KECAAAAB', 'KECAAAAD', 'KECAAAAC', 'KECAAACA', 'KDDBBBDB', 'KDDBBDAB', 'KDDBBDAA', 'KDDBBDAC', 'KDDBBCBD', 'KDDBBCBC', 'KDDBBCCB', 'KDDBBCCD', 'KDDBBCCC', 'KDDBDAAA', 'KDDBDAAC', 'KDDBCBBD', 'KDDBCBDB', 'KDDBCBDD', 'KDDBDACC', 'KDDBDCAA', 'KDDBDCAC', 'KDDBDCCA', 'KDDBCDDB', 'KDDBCDDD', 'KDDBCDDC', 'KDDBCDCD', 'KDDBCDCB', 'KDDBCDCD', 'KDDBCDCC']"
N,"['KDDBCDCD', 'KDDBCDDC', 'KDDBCDDD', 'KDDBCDDB', 'KDDBDCCA', 'KDDBDCAC', 'KDDBDCAA', 'KDDBDACC', 'KDDBCBDB', 'KDDBCBBD', 'KDDBDAAC', 'KDDBDAAA', 'KDDBBCCC', 'KDDBBCCD', 'KDDBBCCB', 'KDDBBCBC', 'KDDBBCBD', 'KDDBBDAC', 'KDDBBDAA', 'KDDBBDAB', 'KDDBBDBA', 'KDDBBBDC', 'KDDBBBDD', 'KDDBBBDB', 'KECAAACA', 'KECAAAAC', 'KECAAAAD', 'KECAAAAB', 'KECAAABA', 'KECAAABB', 'KEACCCDD', 'KEACCDCC', 'KEACCDCD', 'KEACCDDC', 'KEACCDDA', 'KEACCDDB', 'KEACDCCA', 'KEACDCCB', 'KEACDCAD', 'KEACDCBC', 'KEACDCBD', 'KEACDDAC', 'KEACDDCB', 'KEACDDCD', 'KECABBAB', 'KECABBAD']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,['KECABBAD']
N,['KECABBAB']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAD']
N,"['KECABBAD', 'KECABBAB']"
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAB']
N,"['KECABBDA', 'KECABBDC', 'KECABDBA', 'KECABDBC', 'KECABDDA']"
N,"['KECABDAC', 'KECABDAA', 'KECABDAB', 'KECABDAA', 'KECABDAB', 'KECABBCD']"
N,"['KECABBCD', 'KECABBCB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAA', 'KECABBAB']"
N,['KECABBAB']
N,"['KECABBAB', 'KECABBAA']"
N,"['KECABBAD', 'KECABBCC', 'KECABDAA', 'KECABDAC', 'KECABDCA', 'KECABDCC', 'KECADBAA']"
N,['KECADACB']
N,"['KECADACA', 'KECADAAC']"
N,"['KECADAAC', 'KECADAAB']"
N,"['KECADABA', 'KECADABB', 'KECADABD', 'KECADBAC', 'KECADBAA', 'KECABDCC', 'KECABDCA', 'KECABDAC', 'KECABDAA', 'KECABDAB', 'KECABBCD', 'KECABBCB']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAD']"
N,"['KECABBAD', 'KECABBAB']"
N,['KECABBAB']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAD']"
N,['KECABBAB']
N,"['KEACDCBD', 'KEACDCCB', 'KEACDCCA', 'KEACCDDB', 'KEACCDDA', 'KEACCDCB', 'KEACCDCD', 'KEACCDCC', 'KEACCCDD', 'KECAAABB', 'KECAAABA', 'KECAAAAB', 'KECAAAAD', 'KECAAAAC', 'KECAAACA', 'KDDBBBDB', 'KDDBBBDD', 'KDDBBBDC', 'KDDBBDBA', 'KDDBBDAB', 'KDDBBDAA', 'KDDBBDAC', 'KDDBBDAD', 'KDDBBDDB']"
N,"['KECAACDD', 'KECAACDB', 'KECAACBC', 'KECAACDA', 'KECAACCB', 'KECAACCA', 'KECAACCC', 'KDDBBDDA', 'KDDBBDAD']"
N,['KECABBAA']
N,"['KECABBAA', 'KECABBAB']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABABB', 'KECABABA', 'KECABAAB', 'KECABAAD', 'KECABACB', 'KECABACD']"
N,['KECABBAA']
N,"['KECABBAB', 'KECABBBA', 'KEACDDBC', 'KEACDDBD', 'KEACDDBC', 'KEACDDBD', 'KEACDDBB', 'KEACDBDD', 'KEADCACC', 'KEADCACD', 'KEADCADC', 'KEADCADD', 'KEADCBCC', 'KEADCBCD', 'KEADCBDC', 'KEADCBDD', 'KEADDACC', 'KEADDACD', 'KEADDADC', 'KEADDADD', 'KEADDADB', 'KEADDBCA', 'KEADDBCB', 'KEADDBDA', 'KEADDBBC', 'KEADDBBD', 'KEBCCAAC', 'KEBCCAAD', 'KEBCCABC', 'KEBCCABD', 'KEBCCBAC', 'KEBCCBAA', 'KEBCADCC', 'KEBCADCD', 'KEBCADCB', 'KEBCADDA', 'KEBCADDB', 'KEBACDBB', 'KEABBDBB', 'KEABBBDD']"
N,['KEBAAACC']
N,"['KEABBDBB', 'KEBAACCA', 'KEBAACCC', 'KEBAACCD', 'KEBACAAB', 'KEBACABA', 'KEBACABB', 'KEBACABD', 'KEBACBAC', 'KEBACBAD', 'KEBACBBC', 'KEBACBDA', 'KEBACBDB', 'KEBACBDD', 'KEBACDBB', 'KEBACDBD', 'KEBACDDB', 'KEBACDDA', 'KEBACDDC', 'KEBCABBA', 'KEBCABBC', 'KEBCABDA', 'KEBCABDB', 'KEBCABDD', 'KEBCBACC', 'KEBCBCAA', 'KEBCADBB', 'KEBCADBD', 'KEBCADDB', 'KEBCADDA', 'KEBCADCB', 'KEBCADCD', 'KEBCADCC', 'KEBCCBAA', 'KEBCCBAC', 'KEBCCABD', 'KEBCCABC', 'KEBCCAAD', 'KEADDBBC']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBCC', 'KECABBAC']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAD']"
N,"['KECABBAA', 'KECABABB']"
N,"['KECABADA', 'KECABADB', 'KECABADD', 'KECABADC', 'KECABACD', 'KECABACC', 'KECABCAA', 'KECABCAB', 'KECABCBA', 'KECABCBC', 'KECADADD']"
AN,"['JEADBABB', 'JEADBABD', 'JEADBADB', 'JEADBADD', 'JEADBBCC', 'JEADBDAA', 'JEADBDAB', 'JEADBDAD', 'JEADBDCB', 'JEADBDDA', 'JEADBDDC', 'JEADDBBA', 'JEADDBBB', 'JEBCCAAC', 'JEBCCACA', 'JEBCCACC', 'JEBCCACD', 'JEBCCCAB', 'JEBCCCAD', 'JEBCCCCB', 'JEBCCCDA', 'JEBCCCDC', 'JEDAAABA', 'JEDAAABB', 'JEDAABAC', 'JEDAABAD', 'JEDAABCB', 'JEDAABCD', 'JEDAABDC', 'JEDAADBA', 'JEDAADBC', 'JEDAADBD', 'JEDAADDB', 'JEDAADDD', 'JEDABCCC', 'JEDADAAA', 'JEDADAAB', 'JEDADAAD', 'JEDADABC', 'JEDADABD', 'JEDADBAC', 'JEDADBCA', 'JEDADBCB', 'JEDADBDA', 'JEDADBDB', 'JEDBCACA', 'JEDBCACB', 'JEDBCADA', 'JEDBCADB', 'JEDBCADD', 'JEDBCBCC', 'JEDBCBCD', 'JEDBCDAB', 'JEDBCDBA', 'JEDBCDBC', 'JEDBCDBD', 'JEDBCDDB', 'JEDBDCCA', 'JEDBDCCB', 'JEDBDCDA', 'JEDBDCDB', 'JEDBDDCA', 'JEDBDDCB', 'JEDBDDDA', 'JEDBDDDB', 'JFCACCCA', 'JFCACCCB', 'JFCACCDA', 'JFCACCDB', 'JFCACCBD', 'JFCACDAC', 'JFCACDAD', 'JFCACDAB', 'JFCACDBA', 'JFCACDBB', 'JFCADCAA', 'JFCADCAB', 'JFCADCAD', 'JFCADCBC', 'JFCADCBA', 'JFCADCBB', 'JFCADDAA', 'JFCADDAB', 'JFCADDBA', 'JFCADDBB', 'JFCADDBD', 'JFCBCCCA', 'JFCBCCCC', 'JFCBCCCD', 'JFCDAAAB', 'JFCDAABA', 'JFCDAABB', 'JFCDAABD', 'JFCDABAC', 'JFCDABCA', 'JFCDABCB', 'JFCDABCD', 'JFCDABDC', 'JFCDABDD', 'JFCDBACC', 'JFCDBCAA', 'JFCDBCAB', 'JFCDBCAD', 'JFCDBCBC', 'JFCDBCDA', 'JFCDBCDB', 'JFCDBDCA', 'JFCDBDCB']"
AN,"['JFDCACBC', 'JFDCACBD', 'JFDCADAC', 'JFDCADBA', 'IFDBBACC', 'IFDBABDD', 'IFDBADBB', 'IFDBADBA', 'IFDBADDA']"
AN,"['IFDBBCBA', 'IFDBBCBB', 'IFDBBCBD']"
AN,"['IGACABBC', 'IGACABAD']"
N,"['JEABBADC', 'KECDDBAA', 'KECDADCC', 'KECDACDD', 'KECDACDC', 'KECDACCD', 'KECDCAAB', 'KECDCAAA', 'KECCDBBC', 'KECCDBBA', 'KECCBCBC', 'KECCBCAB', 'KECCBACD', 'KECCBACC', 'KECCBACA', 'KECCBAAC', 'KECCBAAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KEACDDCD', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAD']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABBAC', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABDAC']
N,"['KECABBCB', 'KECABBAD', 'KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABBAD', 'KECABBAC']"
N,"['KECABBAC', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,['KECABBAD']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAA', 'KECABBAB']"
N,['KECABBAA']
N,"['KEACDDCB', 'KECABBAA']"
N,"['KECABBAD', 'KECABBAC', 'KECABBAD', 'KECABBCB', 'KECABBCD', 'KECABDAB', 'KECABDAA', 'KECABDAB', 'KECABDAA', 'KECABDAC', 'KECABDCA', 'KECABDCC', 'KECADBAA', 'KECADBAB', 'KECADBAD', 'KECADBBC', 'KECADBDA', 'KECADBDB', 'KECADBDA', 'KECADBDB']"
N,"['KECADBBC', 'KECADBAD', 'KECADBBC', 'KECADBBA']"
N,"['KECADBAA', 'KECABDCC', 'KECABDCA', 'KECABDAC', 'KECABDAA', 'KECABDAB', 'KECABBCD', 'KECABBCB', 'KECABBAD', 'KECABBAC']"
N,"['KECABACC', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABACC', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABBAD', 'KECABBAB', 'KECABBAA']"
AN,"['KFBADBAA', 'KFBABDCD', 'KFBABDCB', 'KFBABDCD', 'KFBABDCC', 'KFBADBAA', 'KFBADABB', 'KFBADABD', 'KFBADADB']"
AN,"['KFBADADB', 'KFBADBAA', 'KFBABDCC', 'KFBABDCD', 'KFBABDCB', 'KFBABDAD', 'KFBABDBC', 'KFBABDBA', 'KFBABDBB', 'KFBABDBD', 'KFBABDBC', 'KFBABDDA']"
AN,"['KFBABBDD', 'KFBABDBB', 'KFBABDBA', 'KFBABDBB', 'KFBABDBD', 'KFBABDBC', 'KFBABDDA']"
AN,"['KFBABDDA', 'KFBABDBA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAC', 'KECABBCA', 'KECABBAC', 'KECABBCA', 'KECABBAC', 'KECABBCA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAA', 'KECABABB', 'KECABABD', 'KECABBAC']"
N,"['KECABABD', 'KECABABB', 'KECABBAA', 'KECABBAB', 'KECABBAD', 'KECABBCB', 'KECABBCD', 'KECABBCC', 'KECABDAA', 'KECABDAC', 'KECABDCA', 'KECABDCC', 'KECABDCD', 'KECADBAB', 'KECADBBA', 'KECADBBB', 'KECBCAAA', 'KECBCAAC', 'KECBCAAA']"
N,"['KECBCAAA', 'KECBACCC', 'KECBACCA', 'KECBACAC', 'KECBACAA', 'KECBAACC', 'KECBAACD', 'KECBAACC', 'KECBAACA', 'KECABBDB', 'KECABBDA', 'KECABBCB', 'KECABBAD', 'KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAD']"
N,['KECABBAB']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAD', 'KECABBCB', 'KECABBCD', 'KECABBCC', 'KECABDAA', 'KECABDAC', 'KECABDAA']"
N,"['KECABDAA', 'KECABDAC']"
N,"['KECABDAC', 'KECABDAB', 'KECABBCD', 'KECABBCB', 'KECABBAD', 'KECABBAC', 'KECABABD', 'KECABADB']"
AN,"['JEBABDBB', 'JEBABBBD']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABABA', 'KECABABC']"
N,"['KECABABA', 'KECABABB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAC', 'KECABBCA']"
N,"['KECABBAA', 'KECABBAB']"
N,['KECABBAD']
N,"['KECABBAB', 'KECABBAA']"
AN,"['KFCCBCAC', 'KFCCADBD', 'KFCCADBC', 'KFCCADAD', 'KFCCADCB', 'KFCCADCD', 'KFCCADDC', 'KFCCADDA', 'KFCCADCB', 'KFCCADDC']"
N,"['KECBACCC', 'KECBACCA', 'KECBACAC', 'KECBACAA', 'KECBAACC', 'KECBAACD', 'KECBAACC', 'KECBAACA', 'KECABBDB', 'KECABBDA', 'KECABBCB', 'KECABBAD', 'KECABBAC', 'KECABABD', 'KECABABC', 'KECABABA', 'KECABABB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABABB', 'KECABABD', 'KECABBAC']"
N,"['KECABABB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAC', 'KECABBCA']"
N,"['KECABBAC', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAB']
N,['KECABBAD']
N,['KECABBAC']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KEACDDDC', 'KECABBAA']"
N,"['KECABBAA', 'KECABBAB', 'KECABBAD']"
N,"['KECABBAA', 'KEACDDCD']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
AN,"['GJCBADBC', 'GJCBBCAB', 'GJCBBACD', 'GJCBBADC', 'GJCBBADD', 'GJCBBADB', 'GJCBBABD', 'GJCBBABB', 'GJCBBABD', 'GJCBBBAC', 'GJCBBBAD', 'GJCBBBAB', 'GJCBBBBA', 'GJADDDDC', 'GJADDDDD']"
AN,['GJADDDDD']
AN,['GJDAADCD']
AN,['GJDACBAB']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABBAB', 'KEACDDBC']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAA', 'KECABBAC']"
N,"['KECABBAC', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABBAA', 'KECABBBA', 'KEACDDDC', 'KEACDDDA', 'KEACDDDB', 'KEADCCCA', 'KEADCCCB', 'KEADCCDA', 'KEADCCDB', 'KEADCDCA', 'KEADCDCC', 'KEADCDCD', 'KEADCDDC', 'KEADCDDD', 'KECBABBB']"
N,"['KEADCDCD', 'KEADCDCC', 'KEADCDCA', 'KEADCCDB', 'KEADCCDA', 'KEADCCCB', 'KEADCCCA', 'KEACDDDB', 'KEACDDDA', 'KEACDDCB', 'KEACDDCD', 'KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAC']
N,['KECABBAD']
N,['KECABBAD']
N,['KECABBAD']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,"['KECABBAA', 'KECABABB', 'KECABABD', 'KECABBAC']"
AN,"['KDDADCAA', 'KDDADCAB', 'KDDADCAA', 'KDDACDBB']"
N,['KECABBAD']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,"['KEACDCBD', 'KDDBBCAC']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KEACDDCB', 'KEACDDCA', 'KEACDDAC', 'KEACDCBD', 'KEACDCBB', 'KEACDADD', 'KEACDBCC', 'KEACDBCD', 'KEACDBDC', 'KEACDBCD', 'KEACDBDC']"
N,"['KEACDCCA', 'KEACDCCC', 'KECABAAA', 'KECABAAC', 'KECABACA', 'KECABACC']"
N,"['KECABADA', 'KECABBCC']"
N,"['KECABBAD', 'KECABBCD']"
N,"['KECABBCB', 'KECABBAB']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAB']
N,"['KECABBAB', 'KECABBAA']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAB', 'KECABBAA']"
N,['KEBCBBAB']
N,['KEBCBBAB']
N,['KEBCBBAA']
N,['KEBCBBAA']
N,['KEBCBBAA']
N,"['KECABBAC', 'KECABBAA']"
N,"['KECABBAA', 'KEACDDCB']"
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAD', 'KECABBAB', 'KECABBAA']"
N,['KECABBAB']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAD']
N,"['KECABBAD', 'KECABBAB']"
N,['KECABBAA']
N,['KEBDDAAD']
N,['KEBDDAAD']
N,['KEBDDAAD']
N,['KEBDDAAD']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,['KECABBAA']
N,"['KECABBAA', 'KECABABB', 'KECABABD', 'KECABBAC']"
AN,['KGADAABB']
AN,"['KGADAABD', 'KGADAABC', 'KGADAABA', 'KGADAABD', 'KGADAABA']"
AN,['KGADAABA']
AN,"['KFBBDBDB', 'KFBCAADA', 'KFADCBAB', 'KEDBBBCA', 'KEDBBCBA']"
N,['KECABBAA']
AN,"['JEADDBBB', 'JEBCCCCB', 'JEBCCCAB', 'JEBCCAAC', 'JEBCCACA', 'JEBCCACD', 'JEBCCACC', 'JEBCCCAD']"
AN,"['JEADDBBB', 'JEBCCCAD', 'JEBCCACD', 'JEBCCCCB', 'JEBCCACA', 'JEBCCAAC', 'JEBCCCAB', 'JEBCCACC']"
AN,"['JEBCCACA', 'JEADDBBB', 'JEBCCCAB', 'JEBCCACC', 'JEBCCAAC', 'JEBCCCAD', 'JEBCCACD', 'JEBCCCCB']"
